fact_date,tool_group_id,availability,performance,quality,oee,available_hours
2026-04-28,CMP_01,0.8321,0.8659,0.9642,0.6947,139.79
2026-04-28,CMP_02,0.9006,0.9114,0.9838,0.8075,151.3
2026-04-28,CMP_03,0.9145,0.9306,0.9866,0.8396,131.69
2026-04-28,CMP_04,0.8765,0.8725,0.9906,0.7576,252.43
2026-04-28,CMP_05,0.8505,0.8826,0.9782,0.7343,224.53
2026-04-28,CMP_06,0.8344,0.9033,0.9834,0.7412,200.26
2026-04-28,IMPL_01,0.8974,0.8841,0.9751,0.7736,86.15
2026-04-28,IMPL_02,0.9337,0.9399,1.0,0.8776,134.45
2026-04-28,IMPL_03,0.939,0.9658,0.9661,0.8761,270.43
2026-04-28,IMPL_04,0.9182,0.9179,0.9745,0.8213,110.18
2026-04-28,IMPL_05,0.8884,0.9578,0.985,0.8381,42.64
2026-04-28,DIFF_01,0.8361,0.9497,0.9736,0.7731,40.13
2026-04-28,DIFF_02,0.8908,0.9079,0.9778,0.7908,171.03
2026-04-28,DIFF_03,0.9183,0.8784,0.9995,0.8062,110.2
2026-04-28,DIFF_04,0.7889,0.8961,0.9837,0.6954,208.27
2026-04-28,DIFF_05,0.9092,0.916,0.9794,0.8157,152.75
2026-04-28,DIFF_06,0.9005,0.9108,0.9939,0.8152,194.51
2026-04-28,DIFF_07,0.922,0.9549,0.9703,0.8543,265.54
2026-04-28,DIFF_08,0.876,0.908,0.9699,0.7715,126.14
2026-04-28,METRO_01,0.898,0.8985,0.9866,0.796,215.52
2026-04-28,METRO_02,0.8265,0.9888,0.971,0.7935,218.2
2026-04-28,METRO_03,0.891,0.9517,0.9743,0.8262,235.22
2026-04-28,METRO_04,0.9226,0.8708,0.9945,0.799,110.71
2026-04-28,WET_01,0.8807,0.8961,0.977,0.771,84.55
2026-04-28,WET_02,0.9204,0.8966,0.9725,0.8025,66.27
2026-04-28,WET_03,0.8689,0.8729,0.9982,0.7571,62.56
2026-04-28,WET_04,0.8517,0.9533,0.9821,0.7974,81.76
2026-04-28,WET_05,0.8308,0.9198,0.9878,0.7548,159.51
2026-04-28,WET_06,0.8706,0.9677,0.9902,0.8342,167.16
2026-04-28,WET_07,0.9259,0.9016,0.9692,0.8091,199.99
2026-04-27,LITHO_01,0.8493,0.9278,0.9855,0.7766,244.6
2026-04-27,LITHO_02,0.7714,0.9197,0.9816,0.6964,111.08
2026-04-27,LITHO_03,0.8661,0.9717,0.9842,0.8283,83.15
2026-04-27,LITHO_04,0.9455,0.9114,0.9894,0.8526,272.3
2026-04-27,LITHO_05,0.9618,0.9725,0.9691,0.9064,230.83
2026-04-27,LITHO_06,0.8673,0.9062,0.9849,0.7741,166.52
2026-04-27,LITHO_07,0.9143,0.8864,0.9807,0.7948,65.83
2026-04-27,LITHO_08,0.779,0.9777,0.9749,0.7425,186.96
2026-04-27,ETCH_01,0.8828,0.9076,0.9915,0.7944,211.87
2026-04-27,ETCH_02,0.7381,0.9193,0.9789,0.6642,212.57
2026-04-27,ETCH_03,0.8573,0.989,0.9711,0.8234,164.6
2026-04-27,ETCH_04,0.9186,0.9343,0.9926,0.8519,242.51
2026-04-27,ETCH_05,0.8466,0.8907,0.991,0.7473,40.64
2026-04-27,ETCH_06,0.9013,0.8582,0.9746,0.7538,86.52
2026-04-27,ETCH_07,0.8993,0.9535,0.9732,0.8345,151.08
2026-04-27,ETCH_08,0.7343,0.9409,0.9678,0.6687,88.12
2026-04-27,ETCH_09,0.7791,0.8067,0.9881,0.621,130.89
2026-04-27,ETCH_10,0.8864,0.911,0.9939,0.8026,170.19
2026-04-27,ETCH_11,0.9119,0.9847,0.9661,0.8675,153.2
2026-04-27,ETCH_12,0.8783,0.8553,0.9777,0.7345,42.16
2026-04-27,DEPO_01,0.8676,0.9451,0.9805,0.804,208.22
2026-04-27,DEPO_02,0.9112,0.9481,1.0,0.8639,174.95
2026-04-27,DEPO_03,0.8642,0.8824,0.9825,0.7492,124.44
2026-04-27,DEPO_04,0.8399,0.9793,0.9772,0.8038,221.73
2026-04-27,DEPO_05,0.8517,0.9011,0.9872,0.7576,143.09
2026-04-27,DEPO_06,0.8721,0.8943,0.9967,0.7773,62.79
2026-04-27,DEPO_07,0.8372,0.9214,0.9865,0.761,100.46
2026-04-27,DEPO_08,0.7984,0.9392,0.9694,0.7269,57.48
2026-04-27,DEPO_09,0.9211,0.8815,0.9869,0.8013,66.32
2026-04-27,DEPO_10,0.9353,0.9545,0.9825,0.8771,202.02
2026-04-27,CMP_01,0.8684,0.8969,0.9947,0.7747,145.89
2026-04-27,CMP_02,0.845,0.8785,0.9867,0.7325,141.96
2026-04-27,CMP_03,0.8402,0.882,0.9656,0.7156,120.99
2026-04-27,CMP_04,0.8559,0.9167,0.9824,0.7708,246.5
2026-04-27,CMP_05,0.9276,0.9411,0.9781,0.8538,244.89
2026-04-27,CMP_06,0.8701,0.9404,0.9927,0.8123,208.82
2026-04-27,IMPL_01,0.8863,0.9012,0.9701,0.7749,85.08
2026-04-27,IMPL_02,0.8077,0.9467,0.9858,0.7538,116.31
2026-04-27,IMPL_03,0.9089,0.9149,0.9941,0.8266,261.76
2026-04-27,IMPL_04,0.8558,0.9582,0.9796,0.8033,102.7
2026-04-27,IMPL_05,0.8496,0.9437,0.9841,0.789,40.78
2026-04-27,DIFF_01,0.8978,0.9233,0.9796,0.812,43.09
2026-04-27,DIFF_02,0.99,0.9674,0.9872,0.9455,190.08
2026-04-27,DIFF_03,0.8856,0.9603,0.9852,0.8379,106.27
2026-04-27,DIFF_04,0.8813,0.9079,0.9792,0.7835,232.66
2026-04-27,DIFF_05,0.7215,0.9284,0.9751,0.6532,121.21
2026-04-27,DIFF_06,0.9596,0.9208,0.9681,0.8554,207.27
2026-04-27,DIFF_07,0.8775,0.8782,0.9847,0.7588,252.72
2026-04-27,DIFF_08,0.8945,0.9583,0.9721,0.8333,128.81
2026-04-27,METRO_01,0.8817,0.8654,0.987,0.7531,211.61
2026-04-27,METRO_02,0.9059,0.9398,0.98,0.8343,239.16
2026-04-27,METRO_03,0.9007,0.9842,0.9771,0.8662,237.78
2026-04-27,METRO_04,0.8869,0.8766,0.9713,0.7551,106.43
2026-04-27,WET_01,0.8849,0.9642,0.9774,0.8339,84.95
2026-04-27,WET_02,0.8682,0.9037,0.9747,0.7647,62.51
2026-04-27,WET_03,0.8947,0.8601,0.9928,0.764,64.42
2026-04-27,WET_04,0.8467,0.9489,0.9673,0.7772,81.28
2026-04-27,WET_05,0.9134,0.9469,0.9838,0.8509,175.37
2026-04-27,WET_06,0.8303,0.93,0.9682,0.7476,159.42
2026-04-27,WET_07,0.8674,0.9612,0.988,0.8237,187.36
2026-04-26,LITHO_01,0.8808,0.881,0.9865,0.7655,253.67
2026-04-26,LITHO_02,0.881,0.8272,0.9878,0.7199,126.86
2026-04-26,LITHO_03,0.8788,0.9681,0.969,0.8244,84.36
2026-04-26,LITHO_04,0.7212,0.9312,0.9829,0.6601,207.71
2026-04-26,LITHO_05,0.7955,0.8809,1.0,0.7008,190.92
2026-04-26,LITHO_06,0.8647,0.9492,0.9735,0.799,166.02
2026-04-26,LITHO_07,0.7755,0.9132,0.9773,0.6921,55.84
2026-04-26,LITHO_08,0.86,0.9154,0.9826,0.7735,206.4
2026-04-26,ETCH_01,0.8725,0.8694,0.9849,0.7471,209.4
2026-04-26,ETCH_02,0.7825,0.838,0.9874,0.6475,225.36
2026-04-26,ETCH_03,0.9054,0.9177,0.966,0.8026,173.84
2026-04-26,ETCH_04,0.8446,0.9095,0.964,0.7405,222.97
2026-04-26,ETCH_05,0.843,0.9461,0.9943,0.793,40.46
2026-04-26,ETCH_06,0.859,0.9503,0.9609,0.7844,82.46
2026-04-26,ETCH_07,0.913,0.8878,0.9831,0.7969,153.38
2026-04-26,ETCH_08,0.8676,0.9728,0.9713,0.8198,104.11
2026-04-26,ETCH_09,0.9114,0.9088,0.9784,0.8104,153.12
2026-04-26,ETCH_10,0.8708,0.8862,0.9799,0.7562,167.19
2026-04-26,ETCH_11,0.8769,0.9296,0.9808,0.7995,147.32
2026-04-26,ETCH_12,0.9199,0.9569,0.9695,0.8534,44.16
2026-04-26,DEPO_01,0.9234,0.8725,0.9859,0.7943,221.62
2026-04-26,DEPO_02,0.911,0.8435,0.9809,0.7538,174.91
2026-04-26,DEPO_03,0.8566,0.8896,0.9935,0.7571,123.35
2026-04-26,DEPO_04,0.8473,0.8877,0.9808,0.7377,223.69
2026-04-26,DEPO_05,0.9143,0.9143,0.9917,0.829,153.6
2026-04-26,DEPO_06,0.9065,0.8329,0.9747,0.7359,65.27
2026-04-26,DEPO_07,0.8519,0.9392,0.9538,0.7631,102.23
2026-04-26,DEPO_08,0.99,0.9412,0.9815,0.9145,71.28
2026-04-26,DEPO_09,0.9391,0.99,0.9887,0.9192,67.62
2026-04-26,DEPO_10,0.9274,0.9252,0.9786,0.8397,200.32
2026-04-26,CMP_01,0.8562,0.887,0.9731,0.739,143.84
2026-04-26,CMP_02,0.8125,0.917,0.9632,0.7176,136.5
2026-04-26,CMP_03,0.8895,0.9185,0.9815,0.8019,128.09
2026-04-26,CMP_04,0.8539,0.99,0.9936,0.84,245.92
2026-04-26,CMP_05,0.8178,0.9293,0.9739,0.7401,215.9
2026-04-26,CMP_06,0.8293,0.8664,0.9843,0.7072,199.03
2026-04-26,IMPL_01,0.8459,0.9587,0.9899,0.8028,81.21
2026-04-26,IMPL_02,0.9487,0.8859,0.9848,0.8277,136.61
2026-04-26,IMPL_03,0.9116,0.901,0.9723,0.7986,262.54
2026-04-26,IMPL_04,0.9605,0.9291,0.9864,0.8803,115.26
2026-04-26,IMPL_05,0.8389,0.8712,0.9743,0.7121,40.27
2026-04-26,DIFF_01,0.8738,0.8774,0.9799,0.7513,41.94
2026-04-26,DIFF_02,0.7956,0.8752,0.9867,0.687,152.76
2026-04-26,DIFF_03,0.9102,0.9043,0.9698,0.7982,109.22
2026-04-26,DIFF_04,0.8286,0.9051,0.9864,0.7398,218.75
2026-04-26,DIFF_05,0.9264,0.9001,0.9685,0.8076,155.64
2026-04-26,DIFF_06,0.8934,0.8871,0.9748,0.7726,192.97
2026-04-26,DIFF_07,0.9463,0.9531,0.9816,0.8853,272.53
2026-04-26,DIFF_08,0.8164,0.9285,0.9906,0.7509,117.56
2026-04-26,METRO_01,0.8612,0.974,0.9929,0.8329,206.69
2026-04-26,METRO_02,0.9632,0.9322,0.9859,0.8852,254.28
2026-04-26,METRO_03,0.9507,0.9379,0.975,0.8694,250.98
2026-04-26,METRO_04,0.8576,0.9295,0.9671,0.7709,102.91
2026-04-26,WET_01,0.8728,0.9639,0.9581,0.806,83.79
2026-04-26,WET_02,0.9567,0.9649,0.9754,0.9004,68.88
2026-04-26,WET_03,0.9072,0.9201,0.9923,0.8283,65.32
2026-04-26,WET_04,0.9291,0.864,0.9859,0.7914,89.19
2026-04-26,WET_05,0.8697,0.9233,0.9727,0.7811,166.98
2026-04-26,WET_06,0.9674,0.9616,0.9726,0.9048,185.74
2026-04-26,WET_07,0.8133,0.9046,0.9843,0.7242,175.67
2026-04-25,LITHO_01,0.892,0.9701,0.9879,0.8549,256.9
2026-04-25,LITHO_02,0.9285,0.9331,0.9661,0.837,133.7
2026-04-25,LITHO_03,0.8702,0.9624,0.9795,0.8203,83.54
2026-04-25,LITHO_04,0.9052,0.9073,0.9697,0.7964,260.7
2026-04-25,LITHO_05,0.8738,0.9324,0.9734,0.7931,209.71
2026-04-25,LITHO_06,0.8682,0.8824,0.9912,0.7594,166.69
2026-04-25,LITHO_07,0.8653,0.9781,0.9953,0.8424,62.3
2026-04-25,LITHO_08,0.8759,0.8797,0.9591,0.739,210.22
2026-04-25,ETCH_01,0.8064,0.865,0.9938,0.6932,193.54
2026-04-25,ETCH_02,0.8858,0.9356,0.9578,0.7938,255.11
2026-04-25,ETCH_03,0.8201,0.9555,0.9829,0.7702,157.46
2026-04-25,ETCH_04,0.8726,0.9426,0.9964,0.8196,230.37
2026-04-25,ETCH_05,0.8689,0.9228,0.9819,0.7873,41.71
2026-04-25,ETCH_06,0.99,0.836,0.9868,0.8167,95.04
2026-04-25,ETCH_07,0.8743,0.9427,0.9734,0.8023,146.88
2026-04-25,ETCH_08,0.8776,0.9485,1.0,0.8324,105.31
2026-04-25,ETCH_09,0.9204,0.8861,0.9758,0.7958,154.63
2026-04-25,ETCH_10,0.8573,0.8482,0.9767,0.7102,164.6
2026-04-25,ETCH_11,0.9166,0.869,0.9905,0.789,153.99
2026-04-25,ETCH_12,0.9044,0.8906,0.9786,0.7882,43.41
2026-04-25,DEPO_01,0.9599,0.9493,0.9801,0.8931,230.38
2026-04-25,DEPO_02,0.8681,0.9231,0.9749,0.7812,166.68
2026-04-25,DEPO_03,0.7748,0.99,0.9816,0.7529,111.57
2026-04-25,DEPO_04,0.8999,0.9177,0.9726,0.8032,237.57
2026-04-25,DEPO_05,0.8707,0.856,1.0,0.7453,146.28
2026-04-25,DEPO_06,0.8183,0.8787,0.9756,0.7015,58.92
2026-04-25,DEPO_07,0.9444,0.9206,0.9676,0.8412,113.33
2026-04-25,DEPO_08,0.9427,0.9492,0.9854,0.8817,67.87
2026-04-25,DEPO_09,0.9158,0.99,1.0,0.9066,65.94
2026-04-25,DEPO_10,0.8457,0.985,0.9838,0.8195,182.67
2026-04-25,CMP_01,0.905,0.8523,0.9783,0.7546,152.04
2026-04-25,CMP_02,0.8394,0.9531,0.9907,0.7926,141.02
2026-04-25,CMP_03,0.7763,0.9191,0.9912,0.7072,111.79
2026-04-25,CMP_04,0.8707,0.9492,0.9835,0.8128,250.76
2026-04-25,CMP_05,0.8971,0.9091,0.9678,0.7893,236.83
2026-04-25,CMP_06,0.8239,0.9484,0.9802,0.7659,197.74
2026-04-25,IMPL_01,0.8731,0.903,0.9769,0.7702,83.82
2026-04-25,IMPL_02,0.9323,0.9066,0.9666,0.817,134.25
2026-04-25,IMPL_03,0.9172,0.9118,0.9803,0.8198,264.15
2026-04-25,IMPL_04,0.9604,0.9192,0.9829,0.8677,115.25
2026-04-25,IMPL_05,0.8211,0.9112,0.9861,0.7378,39.41
2026-04-25,DIFF_01,0.8022,0.928,0.981,0.7303,38.51
2026-04-25,DIFF_02,0.8821,0.9615,0.9833,0.834,169.36
2026-04-25,DIFF_03,0.9539,0.8803,0.9814,0.8241,114.47
2026-04-25,DIFF_04,0.8842,0.8772,0.9896,0.7676,233.43
2026-04-25,DIFF_05,0.99,0.9193,0.9851,0.8965,166.32
2026-04-25,DIFF_06,0.8842,0.8915,0.9618,0.7582,190.99
2026-04-25,DIFF_07,0.8447,0.8643,0.997,0.7279,243.27
2026-04-25,DIFF_08,0.8742,0.9062,0.9889,0.7834,125.88
2026-04-25,METRO_01,0.8239,0.8893,0.9807,0.7186,197.74
2026-04-25,METRO_02,0.9314,0.9401,0.9825,0.8603,245.89
2026-04-25,METRO_03,0.8839,0.936,0.982,0.8124,233.35
2026-04-25,METRO_04,0.8285,0.9218,0.9693,0.7403,99.42
2026-04-25,WET_01,0.8841,0.9008,1.0,0.7964,84.87
2026-04-25,WET_02,0.878,0.8638,0.9787,0.7423,63.22
2026-04-25,WET_03,0.906,0.9869,0.9741,0.871,65.23
2026-04-25,WET_04,0.8009,0.9527,0.9662,0.7372,76.89
2026-04-25,WET_05,0.8582,0.9097,0.9793,0.7645,164.77
2026-04-25,WET_06,0.9145,0.8927,0.9773,0.7978,175.58
2026-04-25,WET_07,0.8793,0.926,0.981,0.7988,189.93
2026-04-24,LITHO_01,0.9018,0.9538,0.9839,0.8463,259.72
2026-04-24,LITHO_02,0.9027,0.8567,0.9805,0.7583,129.99
2026-04-24,LITHO_03,0.904,0.9492,0.9731,0.835,86.78
2026-04-24,LITHO_04,0.847,0.897,0.9854,0.7487,243.94
2026-04-24,LITHO_05,0.9317,0.9037,0.9891,0.8328,223.61
2026-04-24,LITHO_06,0.8862,0.915,0.9779,0.793,170.15
2026-04-24,LITHO_07,0.9173,0.933,1.0,0.8558,66.05
2026-04-24,LITHO_08,0.8374,0.9407,0.9747,0.7678,200.98
2026-04-24,ETCH_01,0.8365,0.9196,0.9814,0.7549,200.76
2026-04-24,ETCH_02,0.99,0.9126,0.9687,0.8752,285.12
2026-04-24,ETCH_03,0.8937,0.837,0.9791,0.7324,171.59
2026-04-24,ETCH_04,0.8808,0.9518,0.9897,0.8297,232.53
2026-04-24,ETCH_05,0.8548,0.914,0.9723,0.7596,41.03
2026-04-24,ETCH_06,0.8236,0.9324,0.9673,0.7428,79.07
2026-04-24,ETCH_07,0.8593,0.8802,0.9855,0.7454,144.36
2026-04-24,ETCH_08,0.9701,0.8679,0.9615,0.8095,116.41
2026-04-24,ETCH_09,0.8738,0.9206,0.9822,0.7901,146.8
2026-04-24,ETCH_10,0.8577,0.912,0.9837,0.7695,164.68
2026-04-24,ETCH_11,0.932,0.8418,0.9763,0.766,156.58
2026-04-24,ETCH_12,0.8907,0.8833,0.9973,0.7846,42.75
2026-04-24,DEPO_01,0.8482,0.9183,0.9856,0.7677,203.57
2026-04-24,DEPO_02,0.8504,0.8461,0.9757,0.702,163.28
2026-04-24,DEPO_03,0.9315,0.9065,0.9715,0.8203,134.14
2026-04-24,DEPO_04,0.9263,0.9068,0.9749,0.8189,244.54
2026-04-24,DEPO_05,0.8875,0.9508,1.0,0.8438,149.1
2026-04-24,DEPO_06,0.9214,0.9664,0.9749,0.8681,66.34
2026-04-24,DEPO_07,0.8287,0.9225,0.9811,0.75,99.44
2026-04-24,DEPO_08,0.8261,0.913,0.984,0.7422,59.48
2026-04-24,DEPO_09,0.898,0.9402,0.9829,0.8299,64.66
2026-04-24,DEPO_10,0.8546,0.8994,0.968,0.744,184.59
2026-04-24,CMP_01,0.9692,0.9205,0.9778,0.8723,162.83
2026-04-24,CMP_02,0.8336,0.99,0.9693,0.7999,140.04
2026-04-24,CMP_03,0.8586,0.9366,0.986,0.7929,123.64
2026-04-24,CMP_04,0.9279,0.99,0.9851,0.9049,267.24
2026-04-24,CMP_05,0.8272,0.9097,0.9831,0.7398,218.38
2026-04-24,CMP_06,0.9834,0.8641,0.992,0.843,236.02
2026-04-24,IMPL_01,0.889,0.9535,0.979,0.8299,85.34
2026-04-24,IMPL_02,0.8379,0.95,0.9865,0.7853,120.66
2026-04-24,IMPL_03,0.9286,0.9195,0.974,0.8316,267.44
2026-04-24,IMPL_04,0.8021,0.9528,0.9842,0.7522,96.25
2026-04-24,IMPL_05,0.8317,0.8985,0.9753,0.7288,39.92
2026-04-24,DIFF_01,0.8059,0.8873,0.9687,0.6927,38.68
2026-04-24,DIFF_02,0.8594,0.8905,0.9637,0.7375,165.0
2026-04-24,DIFF_03,0.9811,0.9701,0.9722,0.9253,117.73
2026-04-24,DIFF_04,0.8936,0.9367,0.9919,0.8303,235.91
2026-04-24,DIFF_05,0.8391,0.9637,0.9745,0.788,140.97
2026-04-24,DIFF_06,0.8132,0.949,0.9929,0.7662,175.65
2026-04-24,DIFF_07,0.99,0.872,0.987,0.8521,285.12
2026-04-24,DIFF_08,0.8595,0.9513,0.9653,0.7893,123.77
2026-04-24,METRO_01,0.8169,0.889,0.9808,0.7123,196.06
2026-04-24,METRO_02,0.8479,0.9464,0.9903,0.7947,223.85
2026-04-24,METRO_03,0.91,0.9848,0.9842,0.882,240.24
2026-04-24,METRO_04,0.8192,0.9745,0.9739,0.7775,98.3
2026-04-24,WET_01,0.9255,0.9829,0.9846,0.8957,88.85
2026-04-24,WET_02,0.8052,0.8833,0.9932,0.7064,57.97
2026-04-24,WET_03,0.8715,0.9232,0.9876,0.7946,62.75
2026-04-24,WET_04,0.9148,0.9312,0.9779,0.833,87.82
2026-04-24,WET_05,0.8644,0.9543,0.9855,0.8129,165.96
2026-04-24,WET_06,0.8671,0.9633,0.9787,0.8175,166.48
2026-04-24,WET_07,0.8374,0.8896,0.9702,0.7228,180.88
2026-04-23,LITHO_01,0.8664,0.9693,0.9719,0.8162,249.52
2026-04-23,LITHO_02,0.8894,0.8937,0.9774,0.7769,128.07
2026-04-23,LITHO_03,0.8045,0.9112,0.9781,0.717,77.23
2026-04-23,LITHO_04,0.907,0.9289,0.968,0.8156,261.22
2026-04-23,LITHO_05,0.9342,0.9284,0.982,0.8517,224.21
2026-04-23,LITHO_06,0.8795,0.8993,0.9822,0.7769,168.86
2026-04-23,LITHO_07,0.9038,0.8501,0.9746,0.7488,65.07
2026-04-23,LITHO_08,0.8673,0.9302,0.9919,0.8002,208.15
2026-04-23,ETCH_01,0.8414,0.9001,0.9749,0.7383,201.94
2026-04-23,ETCH_02,0.8399,0.9061,0.9877,0.7517,241.89
2026-04-23,ETCH_03,0.8273,0.9371,0.963,0.7466,158.84
2026-04-23,ETCH_04,0.8519,0.9068,0.9967,0.77,224.9
2026-04-23,ETCH_05,0.8663,0.832,0.96,0.6919,41.58
2026-04-23,ETCH_06,0.8817,0.9446,0.9838,0.8194,84.64
2026-04-23,ETCH_07,0.8884,0.9665,0.9746,0.8368,149.25
2026-04-23,ETCH_08,0.9247,0.8547,0.971,0.7674,110.96
2026-04-23,ETCH_09,0.7896,0.909,0.9795,0.703,132.65
2026-04-23,ETCH_10,0.8857,0.9225,0.9707,0.7931,170.05
2026-04-23,ETCH_11,0.8705,0.8601,0.9936,0.7439,146.24
2026-04-23,ETCH_12,0.8648,0.9004,0.9959,0.7755,41.51
2026-04-23,DEPO_01,0.8179,0.875,0.969,0.6935,196.3
2026-04-23,DEPO_02,0.8766,0.9373,0.9874,0.8113,168.31
2026-04-23,DEPO_03,0.99,0.83,0.9861,0.8103,142.56
2026-04-23,DEPO_04,0.8521,0.8965,0.9738,0.7439,224.95
2026-04-23,DEPO_05,0.8346,0.9874,0.9884,0.8145,140.21
2026-04-23,DEPO_06,0.8812,0.974,0.9649,0.8282,63.45
2026-04-23,DEPO_07,0.8135,0.8329,0.973,0.6593,97.62
2026-04-23,DEPO_08,0.8881,0.9241,0.9815,0.8055,63.94
2026-04-23,DEPO_09,0.8094,0.9521,0.9824,0.7571,58.28
2026-04-23,DEPO_10,0.9167,0.8443,0.9831,0.7609,198.01
2026-04-23,CMP_01,0.8206,0.9041,0.9853,0.731,137.86
2026-04-23,CMP_02,0.8846,0.8859,0.9801,0.7681,148.61
2026-04-23,CMP_03,0.8034,0.966,0.9779,0.7589,115.69
2026-04-23,CMP_04,0.9359,0.8989,0.9748,0.8201,269.54
2026-04-23,CMP_05,0.8418,0.955,0.9729,0.7821,222.24
2026-04-23,CMP_06,0.9122,0.9047,0.9602,0.7924,218.93
2026-04-23,IMPL_01,0.8515,0.8728,0.9803,0.7285,81.74
2026-04-23,IMPL_02,0.8205,0.957,0.9791,0.7688,118.15
2026-04-23,IMPL_03,0.8711,0.9462,0.9896,0.8157,250.88
2026-04-23,IMPL_04,0.879,0.8892,0.9623,0.7521,105.48
2026-04-23,IMPL_05,0.8457,0.8953,0.9811,0.7428,40.59
2026-04-23,DIFF_01,0.8627,0.9475,0.9739,0.7961,41.41
2026-04-23,DIFF_02,0.8771,0.9674,0.9834,0.8344,168.4
2026-04-23,DIFF_03,0.877,0.8959,0.9737,0.765,105.24
2026-04-23,DIFF_04,0.8375,0.8984,0.9876,0.7431,221.1
2026-04-23,DIFF_05,0.8689,0.866,0.9977,0.7507,145.98
2026-04-23,DIFF_06,0.896,0.8637,0.9756,0.755,193.54
2026-04-23,DIFF_07,0.8855,0.9882,0.9689,0.8478,255.02
2026-04-23,DIFF_08,0.9288,0.976,0.9737,0.8827,133.75
2026-04-23,METRO_01,0.8661,0.8785,0.978,0.7441,207.86
2026-04-23,METRO_02,0.8782,0.9464,0.9909,0.8236,231.84
2026-04-23,METRO_03,0.8426,0.8413,0.9798,0.6946,222.45
2026-04-23,METRO_04,0.8947,0.93,0.9767,0.8127,107.36
2026-04-23,WET_01,0.8862,0.9806,0.9838,0.8549,85.08
2026-04-23,WET_02,0.8613,0.9,0.9783,0.7583,62.01
2026-04-23,WET_03,0.9618,0.9127,0.9798,0.8601,69.25
2026-04-23,WET_04,0.8559,0.964,0.9996,0.8248,82.17
2026-04-23,WET_05,0.9025,0.9233,0.9804,0.8169,173.28
2026-04-23,WET_06,0.7608,0.9498,0.9813,0.7091,146.07
2026-04-23,WET_07,0.9014,0.8915,0.9762,0.7845,194.7
2026-04-22,LITHO_01,0.8594,0.9609,0.9762,0.8061,247.51
2026-04-22,LITHO_02,0.9841,0.9372,0.9672,0.892,141.71
2026-04-22,LITHO_03,0.8736,0.8939,0.9581,0.7482,83.87
2026-04-22,LITHO_04,0.96,0.9481,0.9853,0.8968,276.48
2026-04-22,LITHO_05,0.8883,0.8647,0.9752,0.7491,213.19
2026-04-22,LITHO_06,0.9221,0.878,0.9547,0.7729,177.04
2026-04-22,LITHO_07,0.8686,0.9143,0.9814,0.7794,62.54
2026-04-22,LITHO_08,0.9164,0.9455,0.9826,0.8514,219.94
2026-04-22,ETCH_01,0.9398,0.8592,0.985,0.7954,225.55
2026-04-22,ETCH_02,0.9113,0.8704,0.965,0.7654,262.45
2026-04-22,ETCH_03,0.8427,0.8935,0.9875,0.7435,161.8
2026-04-22,ETCH_04,0.8493,0.8857,0.9739,0.7326,224.22
2026-04-22,ETCH_05,0.9359,0.9205,0.9782,0.8427,44.92
2026-04-22,ETCH_06,0.8745,0.9717,0.9725,0.8264,83.95
2026-04-22,ETCH_07,0.9458,0.9284,0.9784,0.8591,158.89
2026-04-22,ETCH_08,0.99,0.8778,0.9765,0.8486,118.8
2026-04-22,ETCH_09,0.8184,0.9581,0.9969,0.7817,137.49
2026-04-22,ETCH_10,0.9635,0.969,0.978,0.9131,184.99
2026-04-22,ETCH_11,0.8617,0.8532,1.0,0.7352,144.77
2026-04-22,ETCH_12,0.9034,0.9003,0.9933,0.8079,43.36
2026-04-22,DEPO_01,0.8314,0.9363,0.9783,0.7615,199.54
2026-04-22,DEPO_02,0.9119,0.9175,0.9655,0.8078,175.08
2026-04-22,DEPO_03,0.8838,0.962,0.9797,0.833,127.27
2026-04-22,DEPO_04,0.9188,0.8782,0.9797,0.7905,242.56
2026-04-22,DEPO_05,0.8488,0.9499,0.9803,0.7904,142.6
2026-04-22,DEPO_06,0.9145,0.9635,0.9869,0.8696,65.84
2026-04-22,DEPO_07,0.8937,0.8801,0.98,0.7708,107.24
2026-04-22,DEPO_08,0.8533,0.9062,0.9763,0.7549,61.44
2026-04-22,DEPO_09,0.831,0.8417,0.9733,0.6808,59.83
2026-04-22,DEPO_10,0.8897,0.8661,0.9802,0.7553,192.18
2026-04-22,CMP_01,0.975,0.9609,0.9964,0.9335,163.8
2026-04-22,CMP_02,0.8996,0.9667,0.9728,0.846,151.13
2026-04-22,CMP_03,0.8478,0.8104,0.9919,0.6815,122.08
2026-04-22,CMP_04,0.957,0.8979,0.9775,0.84,275.62
2026-04-22,CMP_05,0.8423,0.9353,0.9912,0.7809,222.37
2026-04-22,CMP_06,0.7929,0.9364,0.9772,0.7255,190.3
2026-04-22,IMPL_01,0.8857,0.9384,0.9781,0.8129,85.03
2026-04-22,IMPL_02,0.8748,0.9114,0.9897,0.7891,125.97
2026-04-22,IMPL_03,0.9009,0.9288,0.9673,0.8094,259.46
2026-04-22,IMPL_04,0.8611,0.9559,0.9804,0.807,103.33
2026-04-22,IMPL_05,0.913,0.99,0.9904,0.8952,43.82
2026-04-22,DIFF_01,0.8847,0.8996,0.9545,0.7597,42.47
2026-04-22,DIFF_02,0.8716,0.907,0.9839,0.7778,167.35
2026-04-22,DIFF_03,0.8723,0.9072,0.9622,0.7614,104.68
2026-04-22,DIFF_04,0.833,0.9391,0.9972,0.7801,219.91
2026-04-22,DIFF_05,0.8751,0.9331,0.9895,0.808,147.02
